school_year,sis_user_id,canonical_student_label,canvas_student_label,canonical_course_id,canvas_course_id,canonical_section_id,canvas_section_id,canonical_teacher_id,canvas_teacher_id,canonical_enrollment_status,canvas_enrollment_status,canvas_email,reconciliation_status
2030-2031,SYN-SIS-000523,Synthetic Student 523,Synthetic Student 523,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,cevans33@schoolname.example,matched
2030-2031,SYN-SIS-000534,Synthetic Student 534,Synthetic Student 534,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,nprice33@schoolname.example,matched
2030-2031,SYN-SIS-000540,Synthetic Student 540,Synthetic Student 540,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,vbrooks33@schoolname.example,matched
2030-2031,SYN-SIS-000557,Synthetic Student 557,Synthetic Student 557,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,rnguyen33@schoolname.example,matched
2030-2031,SYN-SIS-000566,Synthetic Student 566,Synthetic Student 566,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,fjohnson33@schoolname.example,matched
2030-2031,SYN-SIS-000573,Synthetic Student 573,Synthetic Student 573,MATH-ALG2,MATH-ALG2,Y05-SEC-007,Y05-SEC-007,TCH-002,TCH-002,active,active,mstone33@schoolname.example,matched
2030-2031,SYN-SIS-000414,Synthetic Student 414,Synthetic Student 414,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,njohnson32@schoolname.example,matched
2030-2031,SYN-SIS-000434,Synthetic Student 434,Synthetic Student 434,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,nkim32@schoolname.example,matched
2030-2031,SYN-SIS-000436,Synthetic Student 436,Synthetic Student 436,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,qmartinez32@schoolname.example,matched
2030-2031,SYN-SIS-000474,Synthetic Student 474,Synthetic Student 474,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,nmartinez32@schoolname.example,matched
2030-2031,SYN-SIS-000510,Synthetic Student 510,Synthetic Student 510,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,jkim33@schoolname.example,matched
2030-2031,SYN-SIS-000512,Synthetic Student 512,Synthetic Student 512,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,lmartinez33@schoolname.example,matched
2030-2031,SYN-SIS-000522,Synthetic Student 522,Synthetic Student 522,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,bdavis33@schoolname.example,matched
2030-2031,SYN-SIS-000524,Synthetic Student 524,Synthetic Student 524,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,dflores33@schoolname.example,matched
2030-2031,SYN-SIS-000549,Synthetic Student 549,Synthetic Student 549,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,ilewis33@schoolname.example,matched
2030-2031,SYN-SIS-000563,Synthetic Student 563,Synthetic Student 563,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,cgarcia33@schoolname.example,matched
2030-2031,SYN-SIS-000567,Synthetic Student 567,Synthetic Student 567,MATH-ALG2,MATH-ALG2,Y05-SEC-008,Y05-SEC-008,TCH-002,TCH-002,active,active,gkim33@schoolname.example,matched
2030-2031,SYN-SIS-000426,Synthetic Student 426,Synthetic Student 426,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,fchen32@schoolname.example,matched
2030-2031,SYN-SIS-000428,Synthetic Student 428,Synthetic Student 428,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,hevans32@schoolname.example,matched
2030-2031,SYN-SIS-000437,Synthetic Student 437,Synthetic Student 437,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,rnelson32@schoolname.example,matched
2030-2031,SYN-SIS-000459,Synthetic Student 459,Synthetic Student 459,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,tstone32@schoolname.example,matched
2030-2031,SYN-SIS-000467,Synthetic Student 467,Synthetic Student 467,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,gflores32@schoolname.example,matched
2030-2031,SYN-SIS-000489,Synthetic Student 489,Synthetic Student 489,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,iibrahim33@schoolname.example,matched
2030-2031,SYN-SIS-000491,Synthetic Student 491,Synthetic Student 491,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,kkim33@schoolname.example,matched
2030-2031,SYN-SIS-000499,Synthetic Student 499,Synthetic Student 499,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,trivera33@schoolname.example,matched
2030-2031,SYN-SIS-000513,Synthetic Student 513,Synthetic Student 513,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,mnelson33@schoolname.example,matched
2030-2031,SYN-SIS-000537,Synthetic Student 537,Synthetic Student 537,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,rrivera33@schoolname.example,matched
2030-2031,SYN-SIS-000547,Synthetic Student 547,Synthetic Student 547,MATH-ALG2,MATH-ALG2,Y05-SEC-009,Y05-SEC-009,TCH-002,TCH-002,active,active,gjohnson33@schoolname.example,matched
2030-2031,SYN-SIS-000347,Synthetic Student 347,Synthetic Student 347,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,gnguyen31@schoolname.example,matched
2030-2031,SYN-SIS-000358,Synthetic Student 358,Synthetic Student 358,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,skim31@schoolname.example,matched
2030-2031,SYN-SIS-000366,Synthetic Student 366,Synthetic Student 366,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,fnguyen31@schoolname.example,matched
2030-2031,SYN-SIS-000367,Synthetic Student 367,Synthetic Student 367,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,gpatel31@schoolname.example,matched
2030-2031,SYN-SIS-000377,Synthetic Student 377,Synthetic Student 377,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,rkim31@schoolname.example,matched
2030-2031,SYN-SIS-000380,Synthetic Student 380,Synthetic Student 380,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,vnelson31@schoolname.example,matched
2030-2031,SYN-SIS-000393,Synthetic Student 393,Synthetic Student 393,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,mhayes31@schoolname.example,matched
2030-2031,SYN-SIS-000408,Synthetic Student 408,Synthetic Student 408,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,hdavis31@schoolname.example,matched
2030-2031,SYN-SIS-000412,Synthetic Student 412,Synthetic Student 412,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,lhayes32@schoolname.example,matched
2030-2031,SYN-SIS-000450,Synthetic Student 450,Synthetic Student 450,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,jhayes32@schoolname.example,matched
2030-2031,SYN-SIS-000453,Synthetic Student 453,Synthetic Student 453,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,mkim32@schoolname.example,matched
2030-2031,SYN-SIS-000462,Synthetic Student 462,Synthetic Student 462,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-019,Y05-SEC-019,TCH-005,TCH-005,active,active,bpatel32@schoolname.example,matched
2030-2031,SYN-SIS-000379,Synthetic Student 379,Synthetic Student 379,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,tmartinez31@schoolname.example,matched
2030-2031,SYN-SIS-000384,Synthetic Student 384,Synthetic Student 384,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,drivera31@schoolname.example,matched
2030-2031,SYN-SIS-000389,Synthetic Student 389,Synthetic Student 389,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,idavis31@schoolname.example,matched
2030-2031,SYN-SIS-000400,Synthetic Student 400,Synthetic Student 400,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,vortiz31@schoolname.example,matched
2030-2031,SYN-SIS-000409,Synthetic Student 409,Synthetic Student 409,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,ievans31@schoolname.example,matched
2030-2031,SYN-SIS-000416,Synthetic Student 416,Synthetic Student 416,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,qlewis32@schoolname.example,matched
2030-2031,SYN-SIS-000424,Synthetic Student 424,Synthetic Student 424,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,dpatel32@schoolname.example,matched
2030-2031,SYN-SIS-000425,Synthetic Student 425,Synthetic Student 425,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,ebrooks32@schoolname.example,matched
2030-2031,SYN-SIS-000438,Synthetic Student 438,Synthetic Student 438,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,sortiz32@schoolname.example,matched
2030-2031,SYN-SIS-000463,Synthetic Student 463,Synthetic Student 463,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,cbrooks32@schoolname.example,matched
2030-2031,SYN-SIS-000501,Synthetic Student 501,Synthetic Student 501,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-020,Y05-SEC-020,TCH-005,TCH-005,active,active,abrooks33@schoolname.example,matched
2030-2031,SYN-SIS-000350,Synthetic Student 350,Synthetic Student 350,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,jchen31@schoolname.example,matched
2030-2031,SYN-SIS-000355,Synthetic Student 355,Synthetic Student 355,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,phayes31@schoolname.example,matched
2030-2031,SYN-SIS-000376,Synthetic Student 376,Synthetic Student 376,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,qjohnson31@schoolname.example,matched
2030-2031,SYN-SIS-000386,Synthetic Student 386,Synthetic Student 386,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,fpatel31@schoolname.example,matched
2030-2031,SYN-SIS-000391,Synthetic Student 391,Synthetic Student 391,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,kflores31@schoolname.example,matched
2030-2031,SYN-SIS-000392,Synthetic Student 392,Synthetic Student 392,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,lgarcia31@schoolname.example,matched
2030-2031,SYN-SIS-000395,Synthetic Student 395,Synthetic Student 395,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,pjohnson31@schoolname.example,matched
2030-2031,SYN-SIS-000439,Synthetic Student 439,Synthetic Student 439,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,tprice32@schoolname.example,matched
2030-2031,SYN-SIS-000455,Synthetic Student 455,Synthetic Student 455,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,pmartinez32@schoolname.example,matched
2030-2031,SYN-SIS-000476,Synthetic Student 476,Synthetic Student 476,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,qortiz32@schoolname.example,matched
2030-2031,SYN-SIS-000479,Synthetic Student 479,Synthetic Student 479,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-021,Y05-SEC-021,TCH-005,TCH-005,active,active,tmiller32@schoolname.example,matched
2030-2031,SYN-SIS-000348,Synthetic Student 348,Synthetic Student 348,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,hpatel31@schoolname.example,matched
2030-2031,SYN-SIS-000352,Synthetic Student 352,Synthetic Student 352,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,levans31@schoolname.example,matched
2030-2031,SYN-SIS-000360,Synthetic Student 360,Synthetic Student 360,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,vmartinez31@schoolname.example,matched
2030-2031,SYN-SIS-000363,Synthetic Student 363,Synthetic Student 363,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,cstone31@schoolname.example,matched
2030-2031,SYN-SIS-000365,Synthetic Student 365,Synthetic Student 365,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,erivera31@schoolname.example,matched
2030-2031,SYN-SIS-000372,Synthetic Student 372,Synthetic Student 372,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,lflores31@schoolname.example,matched
2030-2031,SYN-SIS-000382,Synthetic Student 382,Synthetic Student 382,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,bstone31@schoolname.example,matched
2030-2031,SYN-SIS-000388,Synthetic Student 388,Synthetic Student 388,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,hchen31@schoolname.example,matched
2030-2031,SYN-SIS-000456,Synthetic Student 456,Synthetic Student 456,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,qnelson32@schoolname.example,matched
2030-2031,SYN-SIS-000488,Synthetic Student 488,Synthetic Student 488,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,hhayes33@schoolname.example,matched
2030-2031,SYN-SIS-000519,Synthetic Student 519,Synthetic Student 519,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y05-SEC-022,Y05-SEC-022,TCH-005,TCH-005,active,active,tnguyen33@schoolname.example,matched
2030-2031,SYN-SIS-000351,Synthetic Student 351,Synthetic Student 351,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,kdavis31@schoolname.example,matched
2030-2031,SYN-SIS-000356,Synthetic Student 356,Synthetic Student 356,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,qibrahim31@schoolname.example,matched
2030-2031,SYN-SIS-000370,Synthetic Student 370,Synthetic Student 370,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,jdavis31@schoolname.example,matched
2030-2031,SYN-SIS-000375,Synthetic Student 375,Synthetic Student 375,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,pibrahim31@schoolname.example,matched
2030-2031,SYN-SIS-000381,Synthetic Student 381,Synthetic Student 381,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,aprice31@schoolname.example,matched
2030-2031,SYN-SIS-000387,Synthetic Student 387,Synthetic Student 387,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,gbrooks31@schoolname.example,matched
2030-2031,SYN-SIS-000399,Synthetic Student 399,Synthetic Student 399,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,tnelson31@schoolname.example,matched
2030-2031,SYN-SIS-000402,Synthetic Student 402,Synthetic Student 402,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,bmiller31@schoolname.example,matched
2030-2031,SYN-SIS-000406,Synthetic Student 406,Synthetic Student 406,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,fbrooks31@schoolname.example,matched
2030-2031,SYN-SIS-000410,Synthetic Student 410,Synthetic Student 410,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,jflores32@schoolname.example,matched
2030-2031,SYN-SIS-000447,Synthetic Student 447,Synthetic Student 447,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-023,Y05-SEC-023,TCH-005,TCH-005,active,active,gevans32@schoolname.example,matched
2030-2031,SYN-SIS-000357,Synthetic Student 357,Synthetic Student 357,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,rjohnson31@schoolname.example,matched
2030-2031,SYN-SIS-000368,Synthetic Student 368,Synthetic Student 368,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,hbrooks31@schoolname.example,matched
2030-2031,SYN-SIS-000369,Synthetic Student 369,Synthetic Student 369,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,ichen31@schoolname.example,matched
2030-2031,SYN-SIS-000371,Synthetic Student 371,Synthetic Student 371,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,kevans31@schoolname.example,matched
2030-2031,SYN-SIS-000373,Synthetic Student 373,Synthetic Student 373,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,mgarcia31@schoolname.example,matched
2030-2031,SYN-SIS-000390,Synthetic Student 390,Synthetic Student 390,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,jevans31@schoolname.example,matched
2030-2031,SYN-SIS-000401,Synthetic Student 401,Synthetic Student 401,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,astone31@schoolname.example,matched
2030-2031,SYN-SIS-000404,Synthetic Student 404,Synthetic Student 404,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,dnguyen31@schoolname.example,matched
2030-2031,SYN-SIS-000431,Synthetic Student 431,Synthetic Student 431,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,khayes32@schoolname.example,matched
2030-2031,SYN-SIS-000435,Synthetic Student 435,Synthetic Student 435,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y05-SEC-024,Y05-SEC-024,TCH-005,TCH-005,active,active,plewis32@schoolname.example,matched
2030-2031,SYN-SIS-000349,Synthetic Student 349,Synthetic Student 349,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,ibrooks31@schoolname.example,matched
2030-2031,SYN-SIS-000359,Synthetic Student 359,Synthetic Student 359,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,tlewis31@schoolname.example,matched
2030-2031,SYN-SIS-000378,Synthetic Student 378,Synthetic Student 378,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,slewis31@schoolname.example,matched
2030-2031,SYN-SIS-000418,Synthetic Student 418,Synthetic Student 418,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,snelson32@schoolname.example,matched
2030-2031,SYN-SIS-000423,Synthetic Student 423,Synthetic Student 423,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,cnguyen32@schoolname.example,matched
2030-2031,SYN-SIS-000444,Synthetic Student 444,Synthetic Student 444,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,dbrooks32@schoolname.example,matched
2030-2031,SYN-SIS-000504,Synthetic Student 504,Synthetic Student 504,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,devans33@schoolname.example,matched
2030-2031,SYN-SIS-000507,Synthetic Student 507,Synthetic Student 507,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,ghayes33@schoolname.example,matched
2030-2031,SYN-SIS-000527,Synthetic Student 527,Synthetic Student 527,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,gibrahim33@schoolname.example,matched
2030-2031,SYN-SIS-000544,Synthetic Student 544,Synthetic Student 544,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,dgarcia33@schoolname.example,matched
2030-2031,SYN-SIS-000562,Synthetic Student 562,Synthetic Student 562,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,bflores33@schoolname.example,matched
2030-2031,SYN-SIS-000618,Synthetic Student 618,Synthetic Student 618,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-013,Y05-SEC-013,TCH-004,TCH-004,active,active,sdavis34@schoolname.example,matched
2030-2031,SYN-SIS-000413,Synthetic Student 413,Synthetic Student 413,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,mibrahim32@schoolname.example,matched
2030-2031,SYN-SIS-000470,Synthetic Student 470,Synthetic Student 470,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,jibrahim32@schoolname.example,matched
2030-2031,SYN-SIS-000472,Synthetic Student 472,Synthetic Student 472,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,lkim32@schoolname.example,matched
2030-2031,SYN-SIS-000494,Synthetic Student 494,Synthetic Student 494,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,nnelson33@schoolname.example,matched
2030-2031,SYN-SIS-000502,Synthetic Student 502,Synthetic Student 502,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,bchen33@schoolname.example,matched
2030-2031,SYN-SIS-000505,Synthetic Student 505,Synthetic Student 505,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,eflores33@schoolname.example,matched
2030-2031,SYN-SIS-000517,Synthetic Student 517,Synthetic Student 517,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,rmiller33@schoolname.example,matched
2030-2031,SYN-SIS-000551,Synthetic Student 551,Synthetic Student 551,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,knelson33@schoolname.example,matched
2030-2031,SYN-SIS-000560,Synthetic Student 560,Synthetic Student 560,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,vchen33@schoolname.example,matched
2030-2031,SYN-SIS-000568,Synthetic Student 568,Synthetic Student 568,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,hlewis33@schoolname.example,matched
2030-2031,SYN-SIS-000569,Synthetic Student 569,Synthetic Student 569,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,imartinez33@schoolname.example,matched
2030-2031,SYN-SIS-000571,Synthetic Student 571,Synthetic Student 571,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-014,Y05-SEC-014,TCH-004,TCH-004,active,active,kortiz33@schoolname.example,matched
2030-2031,SYN-SIS-000422,Synthetic Student 422,Synthetic Student 422,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-015,Y05-SEC-015,TCH-004,TCH-004,active,active,brivera32@schoolname.example,matched
2030-2031,SYN-SIS-000430,Synthetic Student 430,Synthetic Student 430,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-015,Y05-SEC-015,TCH-004,TCH-004,active,active,jgarcia32@schoolname.example,matched
2030-2031,SYN-SIS-000433,Synthetic Student 433,Synthetic Student 433,MATH-AP-PRECALC,MATH-AP-PRECALC,Y05-SEC-015,Y05-SEC-015,TCH-004,TCH-004,active,active,mjohnson32@schoolname.example,matched
