school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,attendance_category,attendance_probability,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,academic_profile_status,is_populated,is_present,is_nonparticipation_zero
2031-2032,6,SYN-SIS-000453,Synthetic Student 453,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9882,44.74,44.74,42.6,44.8291,0.15,summer_atrophy,44.7521,42.5992,-2.1529,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000454,Synthetic Student 454,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9923,54.7,54.7,48.07,54.0841,5.18,summer_atrophy,49.9782,48.0713,-1.9069,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000455,Synthetic Student 455,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.8938,61.91,61.91,60.74,61.5535,0.78,summer_atrophy,62.7171,60.7364,-1.9807,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000456,Synthetic Student 456,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9543,59.56,59.56,58.0,59.4097,0.05,summer_atrophy,59.3598,57.9987,-1.3611,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000457,Synthetic Student 457,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9407,47.64,47.64,48.31,48.9252,-11.1,summer_atrophy,52.7437,48.3115,-4.4322,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000458,Synthetic Student 458,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.975,44.87,44.87,44.02,45.5,-4.92,summer_atrophy,44.7649,44.0156,-0.7493,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000459,Synthetic Student 459,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9144,43.53,43.53,41.98,43.536,0.89,summer_atrophy,44.5125,41.9773,-2.5352,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000460,Synthetic Student 460,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9806,44.69,44.69,45.47,45.656,-8.81,summer_atrophy,47.65,45.4703,-2.1797,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000461,Synthetic Student 461,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,normal,0.8421,0.0,,,,,summer_atrophy,55.0635,52.2175,-2.846,observed_readiness_unchanged_absent,true,false,true
2031-2032,6,SYN-SIS-000462,Synthetic Student 462,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9779,70.07,70.07,72.36,70.2685,-4.93,summer_atrophy,72.356,72.356,0.0,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000463,Synthetic Student 463,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9616,51.94,51.94,54.74,53.0204,-8.38,summer_atrophy,58.5372,54.7417,-3.7955,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000464,Synthetic Student 464,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.8672,43.53,43.53,50.07,45.0136,-8.85,summer_atrophy,52.7977,50.0743,-2.7234,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000465,Synthetic Student 465,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9574,32.4,32.4,33.51,33.5982,-5.84,summer_atrophy,36.9343,33.5077,-3.4266,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000466,Synthetic Student 466,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.909,75.53,75.53,80.66,75.4981,-5.03,summer_atrophy,81.9806,80.6569,-1.3237,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000467,Synthetic Student 467,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9356,26.81,26.81,25.96,26.9023,4.8,summer_atrophy,28.5611,25.963,-2.5981,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000468,Synthetic Student 468,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9158,51.32,51.32,45.09,50.5285,7.38,summer_atrophy,48.6413,45.0919,-3.5494,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000469,Synthetic Student 469,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.915,65.35,65.35,62.34,65.2391,-1.63,summer_atrophy,63.7329,62.3418,-1.3911,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000470,Synthetic Student 470,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9238,71.48,71.48,70.27,71.0383,0.0,summer_atrophy,71.1393,70.2738,-0.8655,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000471,Synthetic Student 471,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9068,44.95,44.95,41.05,44.401,6.37,summer_atrophy,42.3066,41.0484,-1.2582,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000472,Synthetic Student 472,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9974,79.15,79.15,73.65,77.8407,4.56,summer_atrophy,75.0162,73.6477,-1.3685,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000473,Synthetic Student 473,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.8964,55.86,55.86,54.11,56.087,-2.27,summer_atrophy,56.0405,54.1122,-1.9283,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000474,Synthetic Student 474,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9759,40.26,40.26,41.72,41.24,-6.28,summer_atrophy,44.7647,41.7195,-3.0452,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000475,Synthetic Student 475,12,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9756,75.62,75.62,70.96,74.5426,3.61,summer_atrophy,71.1315,70.9601,-0.1714,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000476,Synthetic Student 476,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9337,42.83,42.83,41.4,43.8543,-6.13,summer_atrophy,44.4449,41.4044,-3.0405,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000477,Synthetic Student 477,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,at_risk,0.6503,49.93,49.93,48.76,50.3928,-2.08,summer_atrophy,52.9143,48.7631,-4.1512,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000478,Synthetic Student 478,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9706,38.08,38.08,41.12,39.5371,-9.54,summer_atrophy,43.9827,41.1186,-2.8641,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000479,Synthetic Student 479,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9331,57.62,57.62,59.23,57.2393,2.44,summer_atrophy,61.3953,59.2345,-2.1608,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000480,Synthetic Student 480,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9299,49.04,49.04,42.53,48.5488,4.08,summer_atrophy,44.6069,42.5306,-2.0763,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000481,Synthetic Student 481,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9377,41.1,41.1,40.92,41.4649,0.79,summer_atrophy,45.4546,40.9211,-4.5335,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000482,Synthetic Student 482,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9502,73.73,73.73,72.49,72.9593,2.23,summer_atrophy,72.4943,72.4943,0.0,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000483,Synthetic Student 483,12,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,at_risk,0.7011,0.0,,,,,summer_atrophy,48.3972,44.3056,-4.0916,observed_readiness_unchanged_absent,true,false,true
2031-2032,6,SYN-SIS-000484,Synthetic Student 484,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9843,23.24,23.24,21.86,25.0476,-8.76,summer_atrophy,24.7362,21.8577,-2.8785,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000485,Synthetic Student 485,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9292,46.21,46.21,42.72,46.5714,-3.18,summer_atrophy,45.3413,42.717,-2.6243,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000486,Synthetic Student 486,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-007,Algebra 2 - Synthetic Section 07-07,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.939,44.47,44.47,45.34,44.9121,-3.15,summer_atrophy,47.6736,45.337,-2.3366,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000487,Synthetic Student 487,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.995,59.21,59.21,61.0,59.1353,-1.17,summer_atrophy,61.5831,61.0035,-0.5796,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000488,Synthetic Student 488,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,AP Calculus BC - Synthetic Section 07-23,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,at_risk,0.7653,51.08,51.08,46.85,51.0874,-1.0,summer_atrophy,47.7579,46.8502,-0.9077,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000489,Synthetic Student 489,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9115,35.55,35.55,38.96,36.3775,-3.99,summer_atrophy,43.3471,38.9615,-4.3856,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000490,Synthetic Student 490,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.8862,38.96,38.96,39.81,39.8664,-7.34,summer_atrophy,43.2025,39.8075,-3.395,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000491,Synthetic Student 491,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9665,24.09,24.09,26.28,24.6498,0.89,summer_atrophy,31.1312,26.284,-4.8472,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000492,Synthetic Student 492,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,Algebra 2 - Synthetic Section 07-06,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9034,49.95,49.95,50.53,50.5787,-5.85,summer_atrophy,53.6058,50.5267,-3.0791,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000493,Synthetic Student 493,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.961,56.05,56.05,54.11,55.9006,-0.36,summer_atrophy,54.5722,54.1112,-0.461,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000494,Synthetic Student 494,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-020,AP Calculus AB - Synthetic Section 07-20,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9928,51.1,51.1,47.88,50.5568,4.55,summer_atrophy,49.5323,47.8808,-1.6515,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000495,Synthetic Student 495,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9037,85.68,85.68,83.73,84.11,5.46,summer_atrophy,84.3769,83.7278,-0.6491,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000496,Synthetic Student 496,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9266,98.91,98.91,94.98,97.5037,0.42,summer_atrophy,94.9838,94.9838,0.0,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000497,Synthetic Student 497,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,Precalculus - Synthetic Section 07-16,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9233,28.72,28.72,30.96,29.4594,-2.87,summer_atrophy,33.5376,30.96,-2.5776,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000498,Synthetic Student 498,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-011,AP Precalculus - Synthetic Section 07-11,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9248,79.63,79.63,76.73,79.0899,-2.99,summer_atrophy,77.7086,76.7262,-0.9824,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000499,Synthetic Student 499,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,at_risk,0.7642,30.5,30.5,29.9,30.6986,4.66,summer_atrophy,32.7933,29.9041,-2.8892,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000500,Synthetic Student 500,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,Algebra 2 - Synthetic Section 07-06,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.8751,52.27,52.27,48.97,51.5171,5.47,summer_atrophy,51.7676,48.9748,-2.7928,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000501,Synthetic Student 501,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9761,46.32,46.32,41.08,46.1723,2.75,summer_atrophy,43.1766,41.0804,-2.0962,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000502,Synthetic Student 502,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,AP Calculus AB - Synthetic Section 07-19,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9151,48.94,48.94,53.96,50.0107,-7.17,summer_atrophy,55.9032,53.964,-1.9392,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000503,Synthetic Student 503,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9371,70.45,70.45,72.69,70.6454,-5.97,summer_atrophy,74.7261,72.6914,-2.0347,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000504,Synthetic Student 504,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,AP Calculus BC - Synthetic Section 07-22,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9884,76.58,76.58,80.73,76.2382,-2.06,summer_atrophy,80.7282,80.7282,0.0,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000505,Synthetic Student 505,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,AP Calculus AB - Synthetic Section 07-18,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9492,55.28,55.28,50.14,54.7635,2.16,summer_atrophy,50.8124,50.1351,-0.6773,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000506,Synthetic Student 506,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,AP Precalculus - Synthetic Section 07-13,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9912,56.06,56.06,57.37,56.9576,-9.07,summer_atrophy,59.9033,57.3682,-2.5351,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000507,Synthetic Student 507,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,AP Calculus AB - Synthetic Section 07-21,TCH-005,Teacher 05,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9885,25.83,25.83,26.76,27.1073,-5.62,summer_atrophy,29.2277,26.7579,-2.4698,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000508,Synthetic Student 508,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,Precalculus - Synthetic Section 07-17,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9845,33.58,33.58,32.01,33.7463,2.02,summer_atrophy,35.8595,32.0077,-3.8518,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000509,Synthetic Student 509,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-007,Algebra 2 - Synthetic Section 07-07,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9943,49.51,49.51,49.0,49.8969,-4.01,summer_atrophy,52.0023,48.9966,-3.0057,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000510,Synthetic Student 510,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9319,37.65,37.65,40.04,38.8964,-8.34,summer_atrophy,44.2625,40.0418,-4.2207,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000511,Synthetic Student 511,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-007,Algebra 2 - Synthetic Section 07-07,TCH-002,Teacher 02,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9128,27.06,27.06,27.15,28.2443,-5.02,summer_atrophy,31.7694,27.1506,-4.6188,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000512,Synthetic Student 512,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9464,25.8,25.8,25.73,27.4341,-9.01,summer_atrophy,29.0601,25.7312,-3.3289,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000513,Synthetic Student 513,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-015,Precalculus - Synthetic Section 07-15,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9489,7.88,7.88,9.53,9.8292,-7.49,summer_atrophy,14.0038,9.532,-4.4718,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000514,Synthetic Student 514,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-012,AP Precalculus - Synthetic Section 07-12,TCH-004,Teacher 04,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,high,0.9549,62.32,62.32,63.93,62.4146,-2.94,summer_atrophy,63.9338,63.9338,0.0,updated_assignment_13,true,true,false
2031-2032,6,SYN-SIS-000515,Synthetic Student 515,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-014,Precalculus - Synthetic Section 07-14,TCH-003,Teacher 03,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,normal,0.9471,45.38,45.38,44.5,45.245,0.33,summer_atrophy,46.6102,44.5009,-2.1093,updated_assignment_13,true,true,false
