school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2027-2028,2,SYN-SIS-000327,Synthetic Student 327,10,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,normal,0.9172,Assignment 05,Assignment 06,48.31,47.3,true,true,-1.01,47.3789,46.2762,47.7126,1.4364,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,-1.0100000000000051,updated_assignment_06
2027-2028,2,SYN-SIS-000337,Synthetic Student 337,10,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-018,AP Calculus AB - Synthetic Section 03-18,TCH-005,Teacher 05,at_risk,0.7931,Assignment 05,Assignment 06,39.27,0.0,true,false,,,35.6014,42.9806,7.3792,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000343,Synthetic Student 343,10,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,normal,0.9393,Assignment 05,Assignment 06,58.26,61.31,true,true,3.05,60.5782,59.2994,64.5278,5.2284,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.0500000000000043,updated_assignment_06
2027-2028,2,SYN-SIS-000349,Synthetic Student 349,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,normal,0.9039,Assignment 05,Assignment 06,46.88,0.0,true,false,,,43.01,52.6171,9.6071,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000350,Synthetic Student 350,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,normal,0.9221,Assignment 05,Assignment 06,60.1,61.7,true,true,1.6,60.7912,65.37,66.0244,0.6544,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,1.6000000000000014,updated_assignment_06
2027-2028,2,SYN-SIS-000354,Synthetic Student 354,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,high,0.9871,Assignment 05,Assignment 06,38.35,43.81,true,true,5.46,43.2536,40.18,45.2029,5.0229,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,5.460000000000001,updated_assignment_06
2027-2028,2,SYN-SIS-000356,Synthetic Student 356,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,normal,0.8783,Assignment 05,Assignment 06,71.4,0.0,true,false,,,71.4,80.8079,9.4079,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000368,Synthetic Student 368,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.9534,Assignment 05,Assignment 06,32.06,43.32,true,true,11.26,42.3138,29.13,38.6586,9.5286,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,11.259999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000385,Synthetic Student 385,9,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,normal,0.9591,Assignment 05,Assignment 06,50.41,60.7,true,true,10.29,59.1291,54.84,60.1915,5.3515,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,10.290000000000006,updated_assignment_06
2027-2028,2,SYN-SIS-000387,Synthetic Student 387,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,at_risk,0.7326,Assignment 05,Assignment 06,35.64,42.27,true,true,6.63,41.8256,31.35,39.3151,7.9651,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.630000000000003,updated_assignment_06
2027-2028,2,SYN-SIS-000393,Synthetic Student 393,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,high,0.9918,Assignment 05,Assignment 06,16.71,23.8,true,true,7.09,23.9373,14.86,22.0404,7.1804,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.09,updated_assignment_06
2027-2028,2,SYN-SIS-000395,Synthetic Student 395,9,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,normal,0.9684,Assignment 05,Assignment 06,33.59,39.44,true,true,5.85,39.0313,31.56,38.7279,7.1679,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,5.849999999999994,updated_assignment_06
2027-2028,2,SYN-SIS-000406,Synthetic Student 406,9,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,high,0.9485,Assignment 05,Assignment 06,77.68,0.0,true,false,,,77.06,83.5517,6.4917,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000001,Synthetic Student 001,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,normal,0.8841,Assignment 07,Assignment 08,52.22,60.69,true,true,8.47,59.5322,49.4162,53.5973,4.1811,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.469999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000016,Synthetic Student 016,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y03-SEC-025,Beyond Core Math Sequence - Synthetic Section 04-25,TCH-004,Teacher 04,high,0.9885,Assignment 07,Assignment 08,74.22,87.94,true,true,13.72,85.5544,81.5762,88.5616,6.9854,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,13.719999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000054,Synthetic Student 054,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-020,AP Calculus AB - Synthetic Section 04-20,TCH-005,Teacher 05,normal,0.9074,Assignment 07,Assignment 08,0.0,39.95,false,true,1.62,39.9531,31.2396,36.3716,5.132,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,,updated_assignment_08
2028-2029,3,SYN-SIS-000062,Synthetic Student 062,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,at_risk,0.6847,Assignment 07,Assignment 08,0.0,0.0,false,false,,,67.0333,72.8455,5.8122,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000119,Synthetic Student 119,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,AP Calculus AB - Synthetic Section 04-21,TCH-005,Teacher 05,high,0.9499,Assignment 07,Assignment 08,51.63,60.58,true,true,8.95,59.2652,48.6637,56.1342,7.4705,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.949999999999996,updated_assignment_08
2028-2029,3,SYN-SIS-000149,Synthetic Student 149,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,normal,0.9296,Assignment 07,Assignment 08,60.78,61.26,true,true,0.48,61.1365,60.8813,65.7278,4.8465,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,0.4799999999999969,updated_assignment_08
2028-2029,3,SYN-SIS-000166,Synthetic Student 166,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,AP Calculus AB - Synthetic Section 04-21,TCH-005,Teacher 05,high,0.9936,Assignment 07,Assignment 08,18.6,23.65,true,true,5.05,23.8262,16.2046,25.6044,9.3998,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.049999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000173,Synthetic Student 173,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,at_risk,0.7424,Assignment 07,Assignment 08,40.54,45.88,true,true,5.34,45.6078,41.9085,46.6392,4.7307,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.340000000000003,updated_assignment_08
2028-2029,3,SYN-SIS-000251,Synthetic Student 251,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,high,0.9876,Assignment 07,Assignment 08,62.35,72.98,true,true,10.63,71.3559,69.9067,76.316,6.4093,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,10.630000000000003,updated_assignment_08
2028-2029,3,SYN-SIS-000265,Synthetic Student 265,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,high,0.9886,Assignment 07,Assignment 08,30.79,36.16,true,true,5.37,35.9112,29.5034,35.6768,6.1734,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.369999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000281,Synthetic Student 281,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,at_risk,0.7945,Assignment 07,Assignment 08,0.0,0.0,false,false,,,52.3006,54.6821,2.3815,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000299,Synthetic Student 299,11,MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,normal,0.9381,Assignment 07,Assignment 08,24.25,35.41,true,true,11.16,34.4963,25.2498,31.8022,6.5524,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,11.159999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000306,Synthetic Student 306,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,AP Calculus AB - Synthetic Section 04-21,TCH-005,Teacher 05,normal,0.9315,Assignment 07,Assignment 08,60.83,63.67,true,true,2.84,62.9834,56.0878,62.9148,6.827,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,2.8400000000000034,updated_assignment_08
2028-2029,3,SYN-SIS-000309,Synthetic Student 309,11,MATH-ALG2,Algebra 2,regular,Y03-SEC-009,Algebra 2 - Synthetic Section 04-09,TCH-002,Teacher 02,high,0.9939,Assignment 07,Assignment 08,54.91,69.29,true,true,14.38,66.9252,56.784,59.6423,2.8583,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,14.38000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000311,Synthetic Student 311,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,high,0.9538,Assignment 07,Assignment 08,59.82,60.49,true,true,0.67,60.2256,58.9552,62.1422,3.187,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,0.6700000000000017,updated_assignment_08
2028-2029,3,SYN-SIS-000312,Synthetic Student 312,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,normal,0.9103,Assignment 07,Assignment 08,75.89,0.0,true,false,,,74.9391,78.7098,3.7707,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000317,Synthetic Student 317,11,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,Honors Algebra 2 - Synthetic Section 04-10,TCH-003,Teacher 03,high,0.9913,Assignment 07,Assignment 08,55.08,57.15,true,true,2.07,56.853,58.0016,60.7473,2.7457,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,2.0700000000000003,updated_assignment_08
2028-2029,3,SYN-SIS-000338,Synthetic Student 338,11,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,Honors Algebra 2 - Synthetic Section 04-10,TCH-003,Teacher 03,normal,0.9334,Assignment 07,Assignment 08,0.0,60.52,false,true,7.14,59.3998,56.2415,59.1834,2.9419,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,,updated_assignment_08
2028-2029,3,SYN-SIS-000344,Synthetic Student 344,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,high,0.9925,Assignment 07,Assignment 08,24.7,29.21,true,true,4.51,29.1978,24.9471,34.6945,9.7474,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.510000000000002,updated_assignment_08
2028-2029,3,SYN-SIS-000346,Synthetic Student 346,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,normal,0.9284,Assignment 07,Assignment 08,20.91,19.47,true,true,-1.44,20.5531,20.2377,23.2114,2.9737,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-1.4400000000000013,updated_assignment_08
2028-2029,3,SYN-SIS-000356,Synthetic Student 356,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,normal,0.8783,Assignment 07,Assignment 08,77.76,0.0,true,false,,,79.8755,84.0598,4.1843,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000361,Synthetic Student 361,10,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,at_risk,0.709,Assignment 07,Assignment 08,36.92,0.0,true,false,,,38.99,43.605,4.615,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000372,Synthetic Student 372,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-009,Algebra 2 - Synthetic Section 04-09,TCH-002,Teacher 02,high,0.9898,Assignment 07,Assignment 08,48.86,52.28,true,true,3.42,51.7452,47.9951,50.5653,2.5702,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,3.4200000000000017,updated_assignment_08
2028-2029,3,SYN-SIS-000375,Synthetic Student 375,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-012,Honors Algebra 2 - Synthetic Section 04-12,TCH-003,Teacher 03,at_risk,0.5934,Assignment 07,Assignment 08,0.0,0.0,false,false,,,85.7473,86.1627,0.4154,absent_no_update,absent_no_update,pending_no_present_scores,,pending_no_present_scores
2028-2029,3,SYN-SIS-000404,Synthetic Student 404,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,high,0.9626,Assignment 07,Assignment 08,0.0,76.63,false,true,7.75,74.9179,67.8825,74.9218,7.0393,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,,updated_assignment_08
2028-2029,3,SYN-SIS-000414,Synthetic Student 414,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,at_risk,0.6914,Assignment 07,Assignment 08,24.33,0.0,true,false,,,20.41,30.5409,10.1309,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000416,Synthetic Student 416,9,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,Honors Algebra 2 - Synthetic Section 04-10,TCH-003,Teacher 03,at_risk,0.7206,Assignment 07,Assignment 08,32.07,35.89,true,true,3.82,36.0378,31.64,37.2473,5.6073,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,3.8200000000000003,updated_assignment_08
2028-2029,3,SYN-SIS-000423,Synthetic Student 423,9,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,normal,0.9039,Assignment 07,Assignment 08,80.57,84.35,true,true,3.78,82.2075,81.85,86.8016,4.9516,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,3.780000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000430,Synthetic Student 430,9,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,high,0.9849,Assignment 07,Assignment 08,62.96,68.87,true,true,5.91,67.1673,63.9,70.5647,6.6647,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.910000000000004,updated_assignment_08
2028-2029,3,SYN-SIS-000433,Synthetic Student 433,9,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,normal,0.9363,Assignment 07,Assignment 08,59.64,0.0,true,false,,,61.41,64.7597,3.3497,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000436,Synthetic Student 436,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,high,0.9903,Assignment 07,Assignment 08,16.8,27.83,true,true,11.03,27.352,17.04,27.2764,10.2364,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,11.029999999999998,updated_assignment_08
2028-2029,3,SYN-SIS-000444,Synthetic Student 444,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,normal,0.9598,Assignment 07,Assignment 08,69.08,73.76,true,true,4.68,71.9805,65.6,70.0533,4.4533,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.680000000000007,updated_assignment_08
2028-2029,3,SYN-SIS-000445,Synthetic Student 445,9,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,normal,0.9462,Assignment 07,Assignment 08,37.84,42.39,true,true,4.55,41.9972,38.93,44.7252,5.7952,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.549999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000458,Synthetic Student 458,9,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,high,0.975,Assignment 07,Assignment 08,22.97,27.07,true,true,4.1,27.3974,23.28,29.5142,6.2342,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.100000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000460,Synthetic Student 460,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-001,Algebra 1 - Synthetic Section 04-01,TCH-001,Teacher 01,high,0.9806,Assignment 07,Assignment 08,26.83,35.51,true,true,8.68,34.9579,30.42,39.2538,8.8338,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.68,updated_assignment_08
2028-2029,3,SYN-SIS-000466,Synthetic Student 466,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,normal,0.909,Assignment 07,Assignment 08,82.25,75.34,true,true,-6.91,74.7828,78.21,77.6268,-0.5832,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-6.909999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000477,Synthetic Student 477,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,at_risk,0.6503,Assignment 07,Assignment 08,44.25,58.31,true,true,14.06,56.1611,46.58,54.3894,7.8094,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,14.060000000000002,updated_assignment_08
2029-2030,4,SYN-SIS-000291,Synthetic Student 291,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y04-SEC-026,Beyond Core Math Sequence - Synthetic Section 05-26,TCH-004,Teacher 04,high,0.9764,Assignment 09,Assignment 10,100.0,98.52,true,true,-1.48,97.6185,98.7912,100.0,1.2088,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-1.480000000000004,updated_assignment_10
2029-2030,4,SYN-SIS-000325,Synthetic Student 325,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,AP Calculus AB - Synthetic Section 05-22,TCH-005,Teacher 05,high,0.9951,Assignment 09,Assignment 10,35.16,42.13,true,true,6.97,41.761,39.4326,43.3287,3.8961,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.970000000000006,updated_assignment_10
2029-2030,4,SYN-SIS-000326,Synthetic Student 326,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,AP Calculus AB - Synthetic Section 05-23,TCH-005,Teacher 05,normal,0.8995,Assignment 09,Assignment 10,0.0,73.84,false,true,3.88,72.8556,69.0128,74.8578,5.845,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,,updated_assignment_10
2029-2030,4,SYN-SIS-000334,Synthetic Student 334,12,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,at_risk,0.7084,Assignment 09,Assignment 10,51.51,64.6,true,true,13.09,62.6708,59.0585,59.4606,0.4021,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,13.089999999999996,updated_assignment_10
2029-2030,4,SYN-SIS-000338,Synthetic Student 338,12,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,normal,0.9334,Assignment 09,Assignment 10,57.39,63.45,true,true,6.06,62.5182,57.0936,60.3426,3.249,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.060000000000002,updated_assignment_10
2029-2030,4,SYN-SIS-000359,Synthetic Student 359,11,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,at_risk,0.7532,Assignment 09,Assignment 10,76.19,73.48,true,true,-2.71,73.1449,69.0949,75.4864,6.3915,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,-2.7099999999999937,updated_assignment_10
2029-2030,4,SYN-SIS-000360,Synthetic Student 360,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,at_risk,0.6434,Assignment 09,Assignment 10,44.32,0.0,true,false,,,47.6044,50.4513,2.8469,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2029-2030,4,SYN-SIS-000372,Synthetic Student 372,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,Precalculus - Synthetic Section 05-18,TCH-004,Teacher 04,high,0.9898,Assignment 09,Assignment 10,51.11,56.53,true,true,5.42,55.6336,46.9275,53.5208,6.5933,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,5.420000000000002,updated_assignment_10
2029-2030,4,SYN-SIS-000392,Synthetic Student 392,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,Precalculus - Synthetic Section 05-17,TCH-003,Teacher 03,high,0.9891,Assignment 09,Assignment 10,36.55,43.25,true,true,6.7,42.4261,32.3193,41.0614,8.7421,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,6.700000000000003,updated_assignment_10
2029-2030,4,SYN-SIS-000403,Synthetic Student 403,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-024,AP Calculus BC - Synthetic Section 05-24,TCH-005,Teacher 05,at_risk,0.7373,Assignment 09,Assignment 10,79.74,89.46,true,true,9.72,87.259,79.0546,84.6881,5.6335,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.719999999999999,updated_assignment_10
2029-2030,4,SYN-SIS-000404,Synthetic Student 404,11,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,high,0.9626,Assignment 09,Assignment 10,74.23,81.55,true,true,7.32,79.9087,73.9864,79.0773,5.0909,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,7.319999999999993,updated_assignment_10
2029-2030,4,SYN-SIS-000418,Synthetic Student 418,10,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,high,0.98,Assignment 09,Assignment 10,53.86,60.98,true,true,7.12,59.7754,56.5953,62.989,6.3937,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,7.119999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000427,Synthetic Student 427,10,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,high,0.9833,Assignment 09,Assignment 10,71.0,73.94,true,true,2.94,72.8419,71.7824,75.4078,3.6254,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,2.9399999999999977,updated_assignment_10
2029-2030,4,SYN-SIS-000437,Synthetic Student 437,10,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,normal,0.9156,Assignment 09,Assignment 10,35.56,40.13,true,true,4.57,39.7655,35.4808,41.4892,6.0084,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,4.57,updated_assignment_10
2029-2030,4,SYN-SIS-000449,Synthetic Student 449,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-009,Algebra 2 - Synthetic Section 05-09,TCH-002,Teacher 02,normal,0.9026,Assignment 09,Assignment 10,43.93,52.1,true,true,8.17,50.9516,45.9767,52.907,6.9303,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,8.170000000000002,updated_assignment_10
2029-2030,4,SYN-SIS-000466,Synthetic Student 466,10,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,normal,0.909,Assignment 09,Assignment 10,71.51,80.56,true,true,9.05,78.6669,75.0481,77.6434,2.5953,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,9.049999999999997,updated_assignment_10
2029-2030,4,SYN-SIS-000497,Synthetic Student 497,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,normal,0.9233,Assignment 09,Assignment 10,22.64,29.87,true,true,7.23,29.7262,22.12,28.8648,6.7448,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,7.23,updated_assignment_10
2029-2030,4,SYN-SIS-000499,Synthetic Student 499,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,at_risk,0.7642,Assignment 09,Assignment 10,0.0,25.84,false,true,,28.8131,24.38,28.6145,4.2345,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_10,,initialized_assignment_10
2029-2030,4,SYN-SIS-000502,Synthetic Student 502,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,normal,0.9151,Assignment 09,Assignment 10,43.49,59.26,true,true,15.77,57.054,47.84,55.5007,7.6607,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_10,15.769999999999996,updated_assignment_10
