school_year,school_year_offset,Student,SIS User ID,grade_level,course_id,section_id,teacher_id,enrollment_status
2030-2031,5,Synthetic Student 424,SYN-SIS-000424,11,MATH-AP-CALC-AB,Y05-SEC-020,TCH-005,active
2030-2031,5,Synthetic Student 425,SYN-SIS-000425,11,MATH-AP-CALC-AB,Y05-SEC-020,TCH-005,active
2030-2031,5,Synthetic Student 426,SYN-SIS-000426,11,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 427,SYN-SIS-000427,11,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 428,SYN-SIS-000428,11,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 429,SYN-SIS-000429,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 430,SYN-SIS-000430,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 431,SYN-SIS-000431,11,MATH-AP-CALC-BC,Y05-SEC-024,TCH-005,active
2030-2031,5,Synthetic Student 432,SYN-SIS-000432,11,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 433,SYN-SIS-000433,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 434,SYN-SIS-000434,11,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 435,SYN-SIS-000435,11,MATH-AP-CALC-BC,Y05-SEC-024,TCH-005,active
2030-2031,5,Synthetic Student 436,SYN-SIS-000436,11,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 437,SYN-SIS-000437,11,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 438,SYN-SIS-000438,11,MATH-AP-CALC-AB,Y05-SEC-020,TCH-005,active
2030-2031,5,Synthetic Student 439,SYN-SIS-000439,11,MATH-AP-CALC-AB,Y05-SEC-021,TCH-005,active
2030-2031,5,Synthetic Student 440,SYN-SIS-000440,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 441,SYN-SIS-000441,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 442,SYN-SIS-000442,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 443,SYN-SIS-000443,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 444,SYN-SIS-000444,11,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 445,SYN-SIS-000445,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 446,SYN-SIS-000446,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 447,SYN-SIS-000447,11,MATH-AP-CALC-BC,Y05-SEC-023,TCH-005,active
2030-2031,5,Synthetic Student 448,SYN-SIS-000448,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 449,SYN-SIS-000449,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 450,SYN-SIS-000450,11,MATH-AP-CALC-AB,Y05-SEC-019,TCH-005,active
2030-2031,5,Synthetic Student 451,SYN-SIS-000451,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 452,SYN-SIS-000452,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 453,SYN-SIS-000453,11,MATH-AP-CALC-AB,Y05-SEC-019,TCH-005,active
2030-2031,5,Synthetic Student 454,SYN-SIS-000454,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 455,SYN-SIS-000455,11,MATH-AP-CALC-AB,Y05-SEC-021,TCH-005,active
2030-2031,5,Synthetic Student 456,SYN-SIS-000456,11,MATH-AP-CALC-AB,Y05-SEC-022,TCH-005,active
2030-2031,5,Synthetic Student 457,SYN-SIS-000457,11,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 458,SYN-SIS-000458,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 459,SYN-SIS-000459,11,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 460,SYN-SIS-000460,11,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 461,SYN-SIS-000461,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 462,SYN-SIS-000462,11,MATH-AP-CALC-AB,Y05-SEC-019,TCH-005,active
2030-2031,5,Synthetic Student 463,SYN-SIS-000463,11,MATH-AP-CALC-AB,Y05-SEC-020,TCH-005,active
2030-2031,5,Synthetic Student 464,SYN-SIS-000464,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 465,SYN-SIS-000465,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 466,SYN-SIS-000466,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 467,SYN-SIS-000467,11,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 468,SYN-SIS-000468,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 469,SYN-SIS-000469,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 470,SYN-SIS-000470,11,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 471,SYN-SIS-000471,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 472,SYN-SIS-000472,11,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 473,SYN-SIS-000473,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 474,SYN-SIS-000474,11,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 475,SYN-SIS-000475,11,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 476,SYN-SIS-000476,11,MATH-AP-CALC-AB,Y05-SEC-021,TCH-005,active
2030-2031,5,Synthetic Student 477,SYN-SIS-000477,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 478,SYN-SIS-000478,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 479,SYN-SIS-000479,11,MATH-AP-CALC-AB,Y05-SEC-021,TCH-005,active
2030-2031,5,Synthetic Student 480,SYN-SIS-000480,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 481,SYN-SIS-000481,11,MATH-PRECALC,Y05-SEC-016,TCH-003,active
2030-2031,5,Synthetic Student 482,SYN-SIS-000482,11,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 483,SYN-SIS-000483,11,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 484,SYN-SIS-000484,11,MATH-PRECALC,Y05-SEC-017,TCH-004,active
2030-2031,5,Synthetic Student 485,SYN-SIS-000485,11,MATH-PRECALC,Y05-SEC-018,TCH-003,active
2030-2031,5,Synthetic Student 486,SYN-SIS-000486,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 487,SYN-SIS-000487,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 488,SYN-SIS-000488,10,MATH-AP-CALC-AB,Y05-SEC-022,TCH-005,active
2030-2031,5,Synthetic Student 489,SYN-SIS-000489,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 490,SYN-SIS-000490,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 491,SYN-SIS-000491,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 492,SYN-SIS-000492,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 493,SYN-SIS-000493,10,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 494,SYN-SIS-000494,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 495,SYN-SIS-000495,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 496,SYN-SIS-000496,10,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 497,SYN-SIS-000497,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 498,SYN-SIS-000498,10,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 499,SYN-SIS-000499,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 500,SYN-SIS-000500,10,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 501,SYN-SIS-000501,10,MATH-AP-CALC-AB,Y05-SEC-020,TCH-005,active
2030-2031,5,Synthetic Student 502,SYN-SIS-000502,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 503,SYN-SIS-000503,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 504,SYN-SIS-000504,10,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 505,SYN-SIS-000505,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 506,SYN-SIS-000506,10,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 507,SYN-SIS-000507,10,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 508,SYN-SIS-000508,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 509,SYN-SIS-000509,10,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 510,SYN-SIS-000510,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 511,SYN-SIS-000511,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 512,SYN-SIS-000512,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 513,SYN-SIS-000513,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 514,SYN-SIS-000514,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 515,SYN-SIS-000515,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 516,SYN-SIS-000516,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 517,SYN-SIS-000517,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 518,SYN-SIS-000518,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 519,SYN-SIS-000519,10,MATH-AP-CALC-AB,Y05-SEC-022,TCH-005,active
2030-2031,5,Synthetic Student 520,SYN-SIS-000520,10,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 521,SYN-SIS-000521,10,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 522,SYN-SIS-000522,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 523,SYN-SIS-000523,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 524,SYN-SIS-000524,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 525,SYN-SIS-000525,10,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 526,SYN-SIS-000526,10,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 527,SYN-SIS-000527,10,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 528,SYN-SIS-000528,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 529,SYN-SIS-000529,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 530,SYN-SIS-000530,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 531,SYN-SIS-000531,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 532,SYN-SIS-000532,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 533,SYN-SIS-000533,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 534,SYN-SIS-000534,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 535,SYN-SIS-000535,10,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 536,SYN-SIS-000536,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 537,SYN-SIS-000537,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 538,SYN-SIS-000538,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 539,SYN-SIS-000539,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 540,SYN-SIS-000540,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 541,SYN-SIS-000541,10,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 542,SYN-SIS-000542,10,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 543,SYN-SIS-000543,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 544,SYN-SIS-000544,10,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 545,SYN-SIS-000545,10,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 546,SYN-SIS-000546,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 547,SYN-SIS-000547,10,MATH-ALG2,Y05-SEC-009,TCH-002,active
2030-2031,5,Synthetic Student 548,SYN-SIS-000548,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 549,SYN-SIS-000549,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 550,SYN-SIS-000550,10,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 551,SYN-SIS-000551,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 552,SYN-SIS-000552,10,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 553,SYN-SIS-000553,10,MATH-ALG2,Y05-SEC-006,TCH-002,active
2030-2031,5,Synthetic Student 554,SYN-SIS-000554,10,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 555,SYN-SIS-000555,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 556,SYN-SIS-000556,10,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 557,SYN-SIS-000557,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 558,SYN-SIS-000558,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 559,SYN-SIS-000559,10,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 560,SYN-SIS-000560,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 561,SYN-SIS-000561,10,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 562,SYN-SIS-000562,10,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 563,SYN-SIS-000563,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 564,SYN-SIS-000564,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 565,SYN-SIS-000565,10,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 566,SYN-SIS-000566,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 567,SYN-SIS-000567,10,MATH-ALG2,Y05-SEC-008,TCH-002,active
2030-2031,5,Synthetic Student 568,SYN-SIS-000568,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 569,SYN-SIS-000569,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 570,SYN-SIS-000570,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 571,SYN-SIS-000571,10,MATH-AP-PRECALC,Y05-SEC-014,TCH-004,active
2030-2031,5,Synthetic Student 572,SYN-SIS-000572,10,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 573,SYN-SIS-000573,10,MATH-ALG2,Y05-SEC-007,TCH-002,active
2030-2031,5,Synthetic Student 574,SYN-SIS-000574,10,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 575,SYN-SIS-000575,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 576,SYN-SIS-000576,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 577,SYN-SIS-000577,9,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 578,SYN-SIS-000578,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 579,SYN-SIS-000579,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 580,SYN-SIS-000580,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 581,SYN-SIS-000581,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 582,SYN-SIS-000582,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 583,SYN-SIS-000583,9,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 584,SYN-SIS-000584,9,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 585,SYN-SIS-000585,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 586,SYN-SIS-000586,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 587,SYN-SIS-000587,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 588,SYN-SIS-000588,9,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 589,SYN-SIS-000589,9,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2030-2031,5,Synthetic Student 590,SYN-SIS-000590,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 591,SYN-SIS-000591,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 592,SYN-SIS-000592,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 593,SYN-SIS-000593,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 594,SYN-SIS-000594,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 595,SYN-SIS-000595,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 596,SYN-SIS-000596,9,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 597,SYN-SIS-000597,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 598,SYN-SIS-000598,9,MATH-AP-PRECALC,Y05-SEC-015,TCH-004,active
2030-2031,5,Synthetic Student 599,SYN-SIS-000599,9,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 600,SYN-SIS-000600,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 601,SYN-SIS-000601,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 602,SYN-SIS-000602,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 603,SYN-SIS-000603,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 604,SYN-SIS-000604,9,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 605,SYN-SIS-000605,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 606,SYN-SIS-000606,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 607,SYN-SIS-000607,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 608,SYN-SIS-000608,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 609,SYN-SIS-000609,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 610,SYN-SIS-000610,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 611,SYN-SIS-000611,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 612,SYN-SIS-000612,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 613,SYN-SIS-000613,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 614,SYN-SIS-000614,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 615,SYN-SIS-000615,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 616,SYN-SIS-000616,9,MATH-GEOM,Y05-SEC-003,TCH-001,active
2030-2031,5,Synthetic Student 617,SYN-SIS-000617,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 618,SYN-SIS-000618,9,MATH-AP-PRECALC,Y05-SEC-013,TCH-004,active
2030-2031,5,Synthetic Student 619,SYN-SIS-000619,9,MATH-ALG2-H,Y05-SEC-012,TCH-003,active
2030-2031,5,Synthetic Student 620,SYN-SIS-000620,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 621,SYN-SIS-000621,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 622,SYN-SIS-000622,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 623,SYN-SIS-000623,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 624,SYN-SIS-000624,9,MATH-ALG1,Y05-SEC-001,TCH-001,active
2030-2031,5,Synthetic Student 625,SYN-SIS-000625,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 626,SYN-SIS-000626,9,MATH-GEOM,Y05-SEC-005,TCH-001,active
2030-2031,5,Synthetic Student 627,SYN-SIS-000627,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 628,SYN-SIS-000628,9,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 629,SYN-SIS-000629,9,MATH-ALG2-H,Y05-SEC-010,TCH-003,active
2030-2031,5,Synthetic Student 630,SYN-SIS-000630,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 631,SYN-SIS-000631,9,MATH-GEOM,Y05-SEC-004,TCH-002,active
2030-2031,5,Synthetic Student 632,SYN-SIS-000632,9,MATH-GEOM,Y05-SEC-002,TCH-002,active
2030-2031,5,Synthetic Student 633,SYN-SIS-000633,9,MATH-ALG2-H,Y05-SEC-011,TCH-003,active
2031-2032,6,Synthetic Student 410,SYN-SIS-000410,12,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,active
2031-2032,6,Synthetic Student 411,SYN-SIS-000411,12,MATH-AP-PRECALC,Y06-SEC-013,TCH-004,active
2031-2032,6,Synthetic Student 412,SYN-SIS-000412,12,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,active
2031-2032,6,Synthetic Student 413,SYN-SIS-000413,12,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,active
2031-2032,6,Synthetic Student 414,SYN-SIS-000414,12,MATH-PRECALC,Y06-SEC-017,TCH-003,active
2031-2032,6,Synthetic Student 415,SYN-SIS-000415,12,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,active
2031-2032,6,Synthetic Student 416,SYN-SIS-000416,12,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,active
2031-2032,6,Synthetic Student 417,SYN-SIS-000417,12,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,active
2031-2032,6,Synthetic Student 418,SYN-SIS-000418,12,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,active
2031-2032,6,Synthetic Student 419,SYN-SIS-000419,12,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,active
2031-2032,6,Synthetic Student 420,SYN-SIS-000420,12,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,active
2031-2032,6,Synthetic Student 421,SYN-SIS-000421,12,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,active
2031-2032,6,Synthetic Student 422,SYN-SIS-000422,12,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,active
2031-2032,6,Synthetic Student 423,SYN-SIS-000423,12,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,active
2031-2032,6,Synthetic Student 424,SYN-SIS-000424,12,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,active
2031-2032,6,Synthetic Student 425,SYN-SIS-000425,12,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,active
2031-2032,6,Synthetic Student 426,SYN-SIS-000426,12,MATH-PRECALC,Y06-SEC-016,TCH-004,active
2031-2032,6,Synthetic Student 427,SYN-SIS-000427,12,MATH-AP-PRECALC,Y06-SEC-011,TCH-004,active
2031-2032,6,Synthetic Student 428,SYN-SIS-000428,12,MATH-PRECALC,Y06-SEC-014,TCH-003,active
2031-2032,6,Synthetic Student 429,SYN-SIS-000429,12,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,active
2031-2032,6,Synthetic Student 430,SYN-SIS-000430,12,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,active
2031-2032,6,Synthetic Student 431,SYN-SIS-000431,12,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,active
2031-2032,6,Synthetic Student 432,SYN-SIS-000432,12,MATH-PRECALC,Y06-SEC-016,TCH-004,active
